Gene	DMSO	osi	EntrezID	Symbol	HumanGene	Control	Treatment	Diff
SNRPF	-0.640264462809917	-1.63245094409478	6636	SNRPF	SNRPF	-0.640264462809917	-1.63245094409478	-0.992186481284862
SNRPG	-0.511261707988981	-0.494409477971122	6637	SNRPG	SNRPG	-0.511261707988981	-0.494409477971122	0.016852230017859
SNRPN	-0.0338865013774105	-0.459376156978897	6638	SNRPN	SNRPN	-0.0338865013774105	-0.459376156978897	-0.425489655601486
SNTA1	-0.191845730027548	-0.0225675675675676	6640	SNTA1	SNTA1	-0.191845730027548	-0.0225675675675676	0.169278162459981
SNTB1	-0.290236914600551	-0.139864864864865	6641	SNTB1	SNTB1	-0.290236914600551	-0.139864864864865	0.150372049735686
SNX1	-0.190269972451791	0.162078859681599	6642	SNX1	SNX1	-0.190269972451791	0.162078859681599	0.35234883213339
SNX2	-0.134666666666667	0.161218067382451	6643	SNX2	SNX2	-0.134666666666667	0.161218067382451	0.295884734049118
SNTB2	-0.184969696969697	0.122778600518327	6645	SNTB2	SNTB2	-0.184969696969697	0.122778600518327	0.307748297488024
SOAT1	0.000786743801652893	-0.0887365790447982	6646	SOAT1	SOAT1	0.000786743801652893	-0.0887365790447982	-0.0895233228464511
SOD1	-1.45674931129477	-1.40623843021103	6647	SOD1	SOD1	-1.45674931129477	-1.40623843021103	0.0505108810837331
SOD2	-1.1996694214876	-1.41095890410959	6648	SOD2	SOD2	-1.1996694214876	-1.41095890410959	-0.211289482621986
SOD3	0.0636077134986226	-0.0636810440577564	6649	SOD3	SOD3	0.0636077134986226	-0.0636810440577564	-0.127288757556379
CAPN15	0.170446280991736	0.0995649759348389	6650	CAPN15	CAPN15	0.170446280991736	0.0995649759348389	-0.0708813050568966
SON	-0.640121212121212	-0.171427249166975	6651	SON	SON	-0.640121212121212	-0.171427249166975	0.468693962954237
SORD	-0.290457300275482	-0.296112550907071	6652	SORD	SORD	-0.290457300275482	-0.296112550907071	-0.00565525063158934
SORL1	-0.042771349862259	-0.483422806368012	6653	SORL1	SORL1	-0.042771349862259	-0.483422806368012	-0.440651456505753
SOS1	-0.23798347107438	-1.19215105516475	6654	SOS1	SOS1	-0.23798347107438	-1.19215105516475	-0.954167584090374
SOS2	0.0106371349862259	-0.223445020362829	6655	SOS2	SOS2	0.0106371349862259	-0.223445020362829	-0.234082155349054
SOX1	0.137322314049587	0.120409107737875	6656	SOX1	SOX1	0.137322314049587	0.120409107737875	-0.0169132063117119
SOX2	-0.00812694214876033	-0.232432432432432	6657	SOX2	SOX2	-0.00812694214876033	-0.232432432432432	-0.224305490283672
SOX3	-0.0857179063360882	0.257885968159941	6658	SOX3	SOX3	-0.0857179063360882	0.257885968159941	0.343603874496029
SOX4	-0.26396694214876	-0.114457608293225	6659	SOX4	SOX4	-0.26396694214876	-0.114457608293225	0.149509333855536
SOX5	0.0555867768595041	0.566160681229174	6660	SOX5	SOX5	0.0555867768595041	0.566160681229174	0.51057390436967
SOX9	-0.653366391184573	0.0154720473898556	6662	SOX9	SOX9	-0.653366391184573	0.0154720473898556	0.668838438574429
SOX10	-0.362545454545455	-0.545807108478341	6663	SOX10	SOX10	-0.362545454545455	-0.545807108478341	-0.183261653932887
SOX11	0.0453123966942149	0.0546714179933358	6664	SOX11	SOX11	0.0453123966942149	0.0546714179933358	0.00935902129912092
SOX15	0.0787592286501377	-0.438374676045909	6665	SOX15	SOX15	0.0787592286501377	-0.438374676045909	-0.517133904696047
SOX12	-0.0776925619834711	0.40785820066642	6666	SOX12	SOX12	-0.0776925619834711	0.40785820066642	0.485550762649891
SP1	0.215272727272727	-1.11106997408367	6667	SP1	SP1	0.215272727272727	-1.11106997408367	-1.3263427013564
SP2	-0.275151515151515	-0.0540059237319511	6668	SP2	SP2	-0.275151515151515	-0.0540059237319511	0.221145591419564
SP3	-0.458876033057851	-1.18243243243243	6670	SP3	SP3	-0.458876033057851	-1.18243243243243	-0.723556399374581
SP4	0.0388903581267218	0.0638004442798963	6671	SP4	SP4	0.0388903581267218	0.0638004442798963	0.0249100861531746
SP100	-0.3153608815427	-0.339753794890781	6672	SP100	SP100	-0.3153608815427	-0.339753794890781	-0.0243929133480814
SPAG1	-0.0257487603305785	0.227434283598667	6674	SPAG1	SPAG1	-0.0257487603305785	0.227434283598667	0.253183043929246
UAP1	-0.612066115702479	-0.648370973713439	6675	UAP1	UAP1	-0.612066115702479	-0.648370973713439	-0.0363048580109601
SPAG4	-0.039862258953168	0.307080710847834	6676	SPAG4	SPAG4	-0.039862258953168	0.307080710847834	0.346942969801002
SPAM1	-0.118666666666667	-0.140577563865235	6677	SPAM1	SPAM1	-0.118666666666667	-0.140577563865235	-0.0219108971985684
SPARC	0.262842975206612	-0.216142169566827	6678	SPARC	SPARC	0.262842975206612	-0.216142169566827	-0.478985144773439
SPAST	-0.323944903581267	-0.261467974824139	6683	SPAST	SPAST	-0.323944903581267	-0.261467974824139	0.0624769287571281
SPG7	-0.00943746556473829	-0.189494631617919	6687	SPG7	SPG7	-0.00943746556473829	-0.189494631617919	-0.180057166053181
SPI1	-0.20262258953168	-0.753285820066642	6688	SPI1	SPI1	-0.20262258953168	-0.753285820066642	-0.550663230534961
SPIB	-0.0975096418732782	-0.143631988152536	6689	SPIB	SPIB	-0.0975096418732782	-0.143631988152536	-0.0461223462792579
SPINK1	0.0997168044077135	0.262865605331359	6690	SPINK1	SPINK1	0.0997168044077135	0.262865605331359	0.163148800923645
SPINK2	-0.323988980716253	-0.377017771195853	6691	SPINK2	SPINK2	-0.323988980716253	-0.377017771195853	-0.0530287904795999
SPINT1	0.0315338842975207	-0.338744909292855	6692	SPINT1	SPINT1	0.0315338842975207	-0.338744909292855	-0.370278793590375
SPN	-0.250093663911846	-0.201990003702332	6693	SPN	SPN	-0.250093663911846	-0.201990003702332	0.0481036602095133
SPP2	0.12268870523416	0.177378748611625	6694	SPP2	SPP2	0.12268870523416	0.177378748611625	0.0546900433774656
SPOCK1	-0.29897520661157	-0.918141429100333	6695	SPOCK1	SPOCK1	-0.29897520661157	-0.918141429100333	-0.619166222488763
SPP1	0.0396826446280992	-0.310820066641984	6696	SPP1	SPP1	0.0396826446280992	-0.310820066641984	-0.350502711270084
SPR	-0.101231955922865	0.195945945945946	6697	SPR	SPR	-0.101231955922865	0.195945945945946	0.297177901868811
SPRR1A	-0.0611151515151515	-0.211838208071085	6698	SPRR1A	SPRR1A	-0.0611151515151515	-0.211838208071085	-0.150723056555933
SPRR1B	-0.226292011019284	0.106488337652721	6699	SPRR1B	SPRR1B	-0.226292011019284	0.106488337652721	0.332780348672005
SPRR2A	-0.474765840220386	-0.392521288411699	6700	SPRR2A	SPRR2A	-0.474765840220386	-0.392521288411699	0.0822445518086863
SPRR2B	-0.459889807162534	-1.06960385042577	6701	SPRR2B	SPRR2B	-0.459889807162534	-1.06960385042577	-0.609714043263234
SPRR2D	0.106730578512397	0.345446131062569	6703	SPRR2D	SPRR2D	0.106730578512397	0.345446131062569	0.238715552550173
SPRR2E	-0.724132231404959	0.448065531284709	6704	SPRR2E	SPRR2E	-0.724132231404959	0.448065531284709	1.17219776268967
SPRR2F	-0.33996694214876	-0.35414661236579	6705	SPRR2F	SPRR2F	-0.33996694214876	-0.35414661236579	-0.0141796702170301
SPRR2G	-0.13603305785124	0.0949000370233247	6706	SPRR2G	SPRR2G	-0.13603305785124	0.0949000370233247	0.230933094874564
SPRR3	0.136771349862259	0.231673454276194	6707	SPRR3	SPRR3	0.136771349862259	0.231673454276194	0.0949021044139351
SPTA1	-0.404848484848485	-0.0630248056275454	6708	SPTA1	SPTA1	-0.404848484848485	-0.0630248056275454	0.341823679220939
SPTAN1	-0.0199063360881543	-0.751592002961866	6709	SPTAN1	SPTAN1	-0.0199063360881543	-0.751592002961866	-0.731685666873712
SPTB	-0.499096418732782	-1.13087745279526	6710	SPTB	SPTB	-0.499096418732782	-1.13087745279526	-0.631781034062479
SPTBN1	-0.162732782369146	0.0869844502036283	6711	SPTBN1	SPTBN1	-0.162732782369146	0.0869844502036283	0.249717232572774
SPTBN2	-0.342831955922865	-0.535079600148093	6712	SPTBN2	SPTBN2	-0.342831955922865	-0.535079600148093	-0.192247644225228
SQLE	-0.0166358126721763	-0.719344687152906	6713	SQLE	SQLE	-0.0166358126721763	-0.719344687152906	-0.70270887448073
SRC	-0.394842975206612	-0.82611995557201	6714	SRC	SRC	-0.394842975206612	-0.82611995557201	-0.431276980365399
SRD5A1	-0.224870523415978	-0.0113689374305813	6715	SRD5A1	SRD5A1	-0.224870523415978	-0.0113689374305813	0.213501585985397
SRD5A2	0.0355283746556474	-0.530516475379489	6716	SRD5A2	SRD5A2	0.0355283746556474	-0.530516475379489	-0.566044850035136
SRI	-0.476892561983471	-0.426712328767123	6717	SRI	SRI	-0.476892561983471	-0.426712328767123	0.0501802332163478
AKR1D1	0.154391184573003	-0.181405035172158	6718	AKR1D1	AKR1D1	0.154391184573003	-0.181405035172158	-0.335796219745161
SREBF1	-0.824154269972452	-0.081391151425398	6720	SREBF1	SREBF1	-0.824154269972452	-0.081391151425398	0.742763118547054
SREBF2	-0.351030303030303	0.0551147723065531	6721	SREBF2	SREBF2	-0.351030303030303	0.0551147723065531	0.406145075336856
SRF	-0.300121212121212	-0.103211773417253	6722	SRF	SRF	-0.300121212121212	-0.103211773417253	0.196909438703959
SRM	-0.366104683195592	0.0658413550536838	6723	SRM	SRM	-0.366104683195592	0.0658413550536838	0.431946038249276
SRMS	-0.142391184573003	0.332460199925953	6725	SRMS	SRMS	-0.142391184573003	0.332460199925953	0.474851384498956
SRP9	-0.805168044077135	-0.577184376156979	6726	SRP9	SRP9	-0.805168044077135	-0.577184376156979	0.227983667920156
SRP14	-1.36573002754821	-1.59033691225472	6727	SRP14	SRP14	-1.36573002754821	-1.59033691225472	-0.224606884706511
SRP19	-0.809608815426997	-0.78336727138097	6728	SRP19	SRP19	-0.809608815426997	-0.78336727138097	0.0262415440460273
SRP54	-1.17851239669421	-1.61856719733432	6729	SRP54	SRP54	-1.17851239669421	-1.61856719733432	-0.440054800640106
SRP68	-0.830380165289256	-0.510533135875602	6730	SRP68	SRP68	-0.830380165289256	-0.510533135875602	0.319847029413655
SRP72	-1.04801101928375	-0.79292854498334	6731	SRP72	SRP72	-1.04801101928375	-0.79292854498334	0.255082474300407
SRPK1	0.0949366391184573	-0.219613106256942	6732	SRPK1	SRPK1	0.0949366391184573	-0.219613106256942	-0.314549745375399
SRPK2	-0.00901730027548209	-0.0347204738985561	6733	SRPK2	SRPK2	-0.00901730027548209	-0.0347204738985561	-0.025703173623074
SRPR	-0.422589531680441	-0.384200296186598	6734	SRPR	SRPR	-0.422589531680441	-0.384200296186598	0.0383892354938432
SRY	0.118853994490358	-0.364605701592003	6736	SRY	SRY	0.118853994490358	-0.364605701592003	-0.483459696082361
TRIM21	-0.263019283746556	-0.344307663828212	6737	TRIM21	TRIM21	-0.263019283746556	-0.344307663828212	-0.0812883800816553
TROVE2	-0.0794093663911846	-0.193021103295076	6738	TROVE2	TROVE2	-0.0794093663911846	-0.193021103295076	-0.113611736903891
SSB	-0.756528925619835	-0.903054424287301	6741	SSB	SSB	-0.756528925619835	-0.903054424287301	-0.146525498667466
SSBP1	-0.660980716253444	-0.489753794890781	6742	SSBP1	SSBP1	-0.660980716253444	-0.489753794890781	0.171226921362662
SSFA2	-0.747658402203857	-0.457034431691966	6744	SSFA2	SSFA2	-0.747658402203857	-0.457034431691966	0.290623970511891
SSR1	-0.602082644628099	-0.331904850055535	6745	SSR1	SSR1	-0.602082644628099	-0.331904850055535	0.270177794572564
SSR2	-0.512716253443526	-0.786375416512403	6746	SSR2	SSR2	-0.512716253443526	-0.786375416512403	-0.273659163068877
SSR3	-0.425057851239669	-0.0989540910773788	6747	SSR3	SSR3	-0.425057851239669	-0.0989540910773788	0.326103760162291
SSR4	-0.149212121212121	-0.623343206219918	6748	SSR4	SSR4	-0.149212121212121	-0.623343206219918	-0.474131085007797
SSRP1	-0.704628099173554	-2.03600518326546	6749	SSRP1	SSRP1	-0.704628099173554	-2.03600518326546	-1.3313770840919
SST	-0.16835261707989	0.27367641614217	6750	SST	SST	-0.16835261707989	0.27367641614217	0.442029033222059
SSTR1	-0.141079889807163	-0.791262495372084	6751	SSTR1	SSTR1	-0.141079889807163	-0.791262495372084	-0.650182605564922
SSTR2	-0.31532782369146	-0.894390966308775	6752	SSTR2	SSTR2	-0.31532782369146	-0.894390966308775	-0.579063142617315
SSTR3	-0.506501377410468	-0.285366530914476	6753	SSTR3	SSTR3	-0.506501377410468	-0.285366530914476	0.221134846495992
SSTR4	-0.169256198347107	-0.346612365790448	6754	SSTR4	SSTR4	-0.169256198347107	-0.346612365790448	-0.177356167443341
SSTR5	-0.0323823691460055	-0.560024065161051	6755	SSTR5	SSTR5	-0.0323823691460055	-0.560024065161051	-0.527641696015046
SSX1	0.253741046831956	0.120557201036653	6756	SSX1	SSX1	0.253741046831956	0.120557201036653	-0.133183845795303
SSX2	-0.349542699724518	-0.936134764901888	6757	SSX2	SSX2	-0.349542699724518	-0.936134764901888	-0.58659206517737
SSX5	-0.477487603305785	0.090564605701592	6758	SSX5	SSX5	-0.477487603305785	0.090564605701592	0.568052209007377
SSX4	-0.184297520661157	0.0707404664938912	6759	SSX4	SSX4	-0.184297520661157	0.0707404664938912	0.255037987155048
SS18	-0.119757575757576	-0.881682710107368	6760	SS18	SS18	-0.119757575757576	-0.881682710107368	-0.761925134349792
ST5	-0.0638115702479339	-0.212375046279156	6764	ST5	ST5	-0.0638115702479339	-0.212375046279156	-0.148563476031222
ST13	-0.220947658402204	-0.304998148833765	6767	ST13	ST13	-0.220947658402204	-0.304998148833765	-0.0840504904315614
ST14	-0.0772407713498623	0.153813402443539	6768	ST14	ST14	-0.0772407713498623	0.153813402443539	0.231054173793402
STAC	-0.304363636363636	-0.707460199925953	6769	STAC	STAC	-0.304363636363636	-0.707460199925953	-0.403096563562317
STAR	-0.0857079889807163	0.41945575712699	6770	STAR	STAR	-0.0857079889807163	0.41945575712699	0.505163746107706
STAT1	-0.0043868870523416	-0.675657164013328	6772	STAT1	STAT1	-0.0043868870523416	-0.675657164013328	-0.671270276960987
STAT2	-0.24262258953168	-0.931506849315068	6773	STAT2	STAT2	-0.24262258953168	-0.931506849315068	-0.688884259783388
STAT3	-0.469928374655647	0.20401703072936	6774	STAT3	STAT3	-0.469928374655647	0.20401703072936	0.673945405385007
STAT4	-0.302093663911846	-0.258348759718623	6775	STAT4	STAT4	-0.302093663911846	-0.258348759718623	0.043744904193223
STAT5A	-0.169928374655647	-0.593715290633099	6776	STAT5A	STAT5A	-0.169928374655647	-0.593715290633099	-0.423786915977451
STAT5B	-0.367570247933884	-0.952147352832284	6777	STAT5B	STAT5B	-0.367570247933884	-0.952147352832284	-0.5845771048984
STAT6	-0.28934435261708	-0.60261940022214	6778	STAT6	STAT6	-0.28934435261708	-0.60261940022214	-0.31327504760506
STATH	0.0592661157024793	0.0726629026286561	6779	STATH	STATH	0.0592661157024793	0.0726629026286561	0.0133967869261767
STAU1	-0.0752473829201102	0.0652175120325805	6780	STAU1	STAU1	-0.0752473829201102	0.0652175120325805	0.140464894952691
STC1	-0.0414247933884298	-0.0361949278045168	6781	STC1	STC1	-0.0414247933884298	-0.0361949278045168	0.00522986558391291
HSPA13	-0.327228650137741	0.0141132913735653	6782	HSPA13	HSPA13	-0.327228650137741	0.0141132913735653	0.341341941511306
SULT1E1	-0.0648683195592286	0.0524759348389485	6783	SULT1E1	SULT1E1	-0.0648683195592286	0.0524759348389485	0.117344254398177
ELOVL4	0.115426997245179	0.199305812661977	6785	ELOVL4	ELOVL4	0.115426997245179	0.199305812661977	0.083878815416798
STIM1	-0.258721763085399	-0.688346908552388	6786	STIM1	STIM1	-0.258721763085399	-0.688346908552388	-0.429625145466989
NEK4	-0.54236914600551	-0.250009255831174	6787	NEK4	NEK4	-0.54236914600551	-0.250009255831174	0.292359890174336
STK3	-0.228132231404959	-0.144446501295816	6788	STK3	STK3	-0.228132231404959	-0.144446501295816	0.0836857301091423
STK4	0.0681619834710744	-0.00203767123287671	6789	STK4	STK4	0.0681619834710744	-0.00203767123287671	-0.0701996547039511
AURKA	-0.800110192837466	-0.560903369122547	6790	AURKA	AURKA	-0.800110192837466	-0.560903369122547	0.239206823714918
CDKL5	-0.34169696969697	-0.392160310995927	6792	CDKL5	CDKL5	-0.34169696969697	-0.392160310995927	-0.0504633412989577
STK10	-0.348429752066116	-0.295381340244354	6793	STK10	STK10	-0.348429752066116	-0.295381340244354	0.0530484118217617
STK11	-0.340837465564738	-1.44104035542392	6794	STK11	STK11	-0.340837465564738	-1.44104035542392	-1.10020288985918
AURKC	-0.323063360881543	-0.349213254350241	6795	AURKC	AURKC	-0.323063360881543	-0.349213254350241	-0.0261498934686979
SULT1A2	0.00111250688705234	-0.411921510551647	6799	SULT1A2	SULT1A2	0.00111250688705234	-0.411921510551647	-0.4130340174387
STRN	-0.278126721763085	-0.623084042947057	6801	STRN	STRN	-0.278126721763085	-0.623084042947057	-0.344957321183971
STX1A	-0.140022038567493	-0.828193261754906	6804	STX1A	STX1A	-0.140022038567493	-0.828193261754906	-0.688171223187413
STX3	-0.54368044077135	-0.5227878563495	6809	STX3	STX3	-0.54368044077135	-0.5227878563495	0.0208925844218497
STX4	-0.957333333333333	-0.836060718252499	6810	STX4	STX4	-0.957333333333333	-0.836060718252499	0.121272615080834
STX5	-0.305454545454545	-0.322269529803776	6811	STX5	STX5	-0.305454545454545	-0.322269529803776	-0.0168149843492309
STXBP1	-0.112650137741047	-0.321473528322843	6812	STXBP1	STXBP1	-0.112650137741047	-0.321473528322843	-0.208823390581797
STXBP2	-0.449443526170799	-0.21149574231766	6813	STXBP2	STXBP2	-0.449443526170799	-0.21149574231766	0.237947783853139
STXBP3	-0.113763085399449	-0.73476490188819	6814	STXBP3	STXBP3	-0.113763085399449	-0.73476490188819	-0.621001816488741
STYX	-0.465168044077135	-1.17326915957053	6815	STYX	STYX	-0.465168044077135	-1.17326915957053	-0.708101115493394
SULT1A1	0.190005509641873	-0.443446871529063	6817	SULT1A1	SULT1A1	0.190005509641873	-0.443446871529063	-0.633452381170937
SULT1A3	0.360473829201102	0.282497223250648	6818	SULT1A3	SULT1A3	0.360473829201102	0.282497223250648	-0.077976605950454
SULT1C2	-0.141035812672176	0.439004072565716	6819	SULT1C2	SULT1C2	-0.141035812672176	0.439004072565716	0.580039885237893
SULT2B1	0.0114809917355372	-0.327045538689374	6820	SULT2B1	SULT2B1	0.0114809917355372	-0.327045538689374	-0.338526530424911
SUOX	-0.220484848484848	-0.433654202147353	6821	SUOX	SUOX	-0.220484848484848	-0.433654202147353	-0.213169353662504
SULT2A1	-0.204550964187328	-0.298084042947057	6822	SULT2A1	SULT2A1	-0.204550964187328	-0.298084042947057	-0.0935330787597288
SUPT4H1	-0.918986225895317	-1.1803035912625	6827	SUPT4H1	SUPT4H1	-0.918986225895317	-1.1803035912625	-0.261317365367178
SUPT5H	-1.19415977961433	-0.355451684561274	6829	SUPT5H	SUPT5H	-1.19415977961433	-0.355451684561274	0.838708095053052
SUPT6H	-0.183129476584022	-0.839874120696039	6830	SUPT6H	SUPT6H	-0.183129476584022	-0.839874120696039	-0.656744644112016
SUPV3L1	-0.730225895316804	-0.32611995557201	6832	SUPV3L1	SUPV3L1	-0.730225895316804	-0.32611995557201	0.404105939744794
ABCC8	0.298236914600551	-0.0180868196964087	6833	ABCC8	ABCC8	0.298236914600551	-0.0180868196964087	-0.31632373429696
SURF1	-0.192121212121212	-1.33580155497964	6834	SURF1	SURF1	-0.192121212121212	-1.33580155497964	-1.14368034285843
SURF2	0.16431955922865	0.0214642724916697	6835	SURF2	SURF2	0.16431955922865	0.0214642724916697	-0.14285528673698
SURF4	0.016771349862259	0.1445575712699	6836	SURF4	SURF4	0.016771349862259	0.1445575712699	0.127786221407641
MED22	-0.171460055096419	-0.801203258052573	6837	MED22	MED22	-0.171460055096419	-0.801203258052573	-0.629743202956154
SURF6	-0.61897520661157	-0.999259533506109	6838	SURF6	SURF6	-0.61897520661157	-0.999259533506109	-0.380284326894539
SUV39H1	-0.259757575757576	-1.06506849315068	6839	SUV39H1	SUV39H1	-0.259757575757576	-1.06506849315068	-0.805310917393109
SVIL	-0.470137741046832	-0.58517215845983	6840	SVIL	SVIL	-0.470137741046832	-0.58517215845983	-0.115034417412998
VAMP1	-0.228154269972452	0.416808589411329	6843	VAMP1	VAMP1	-0.228154269972452	0.416808589411329	0.644962859383781
VAMP2	0.0937256198347108	-1.04331728989263	6844	VAMP2	VAMP2	0.0937256198347108	-1.04331728989263	-1.13704290972734
VAMP7	-0.0497035812672176	-0.172602739726027	6845	VAMP7	VAMP7	-0.0497035812672176	-0.172602739726027	-0.12289915845881
XCL2	0.0732484848484849	-0.0242965568308034	6846	XCL2	XCL2	0.0732484848484849	-0.0242965568308034	-0.0975450416792883
SYCP1	-0.23132782369146	-0.541188448722695	6847	SYCP1	SYCP1	-0.23132782369146	-0.541188448722695	-0.309860625031235
SYK	-0.0911724517906336	-0.960199925953351	6850	SYK	SYK	-0.0911724517906336	-0.960199925953351	-0.869027474162717
SYN1	-7.51085399449036e-05	0.116151425398001	6853	SYN1	SYN1	-7.51085399449036e-05	0.116151425398001	0.116226533937946
SYN2	-0.0744595041322314	-0.781414291003332	6854	SYN2	SYN2	-0.0744595041322314	-0.781414291003332	-0.706954786871101
SYP	0.0931415977961433	0.0498889300259163	6855	SYP	SYP	0.0931415977961433	0.0498889300259163	-0.0432526677702269
SYPL1	0.101451239669421	-0.119427989633469	6856	SYPL1	SYPL1	0.101451239669421	-0.119427989633469	-0.220879229302891
SYT1	0.400561983471074	-0.11533691225472	6857	SYT1	SYT1	0.400561983471074	-0.11533691225472	-0.515898895725795
SYT4	-0.329674931129477	0.0795288781932618	6860	SYT4	SYT4	-0.329674931129477	0.0795288781932618	0.409203809322738
SYT5	-0.0237322314049587	0.260051832654572	6861	SYT5	SYT5	-0.0237322314049587	0.260051832654572	0.283784064059531
T	-0.11836914600551	0.318733802295446	6862	T	T	-0.11836914600551	0.318733802295446	0.437102948300956
TAC1	0.28633608815427	-0.0411162532395409	6863	TAC1	TAC1	0.28633608815427	-0.0411162532395409	-0.327452341393811
TACR2	-0.157002754820937	-0.674231766012588	6865	TACR2	TACR2	-0.157002754820937	-0.674231766012588	-0.517229011191651
TAC3	-0.0672804407713499	0.361366160681229	6866	TAC3	TAC3	-0.0672804407713499	0.361366160681229	0.428646601452579
TACC1	0.136859504132231	0.230275823768974	6867	TACC1	TACC1	0.136859504132231	0.230275823768974	0.093416319636743
ADAM17	-0.101304683195592	0.329979637171418	6868	ADAM17	ADAM17	-0.101304683195592	0.329979637171418	0.43128432036701
TACR1	0.14563085399449	0.34605701592003	6869	TACR1	TACR1	0.14563085399449	0.34605701592003	0.200426161925539
TACR3	-0.0585774104683196	-0.655831173639393	6870	TACR3	TACR3	-0.0585774104683196	-0.655831173639393	-0.597253763171073
TADA2A	-0.752407713498623	0.00537171417993336	6871	TADA2A	TADA2A	-0.752407713498623	0.00537171417993336	0.757779427678556
TAF1	-0.361796143250689	-0.428109959274343	6872	TAF1	TAF1	-0.361796143250689	-0.428109959274343	-0.0663138160236541
TAF2	-1.38964187327824	-2.07765642354683	6873	TAF2	TAF2	-1.38964187327824	-2.07765642354683	-0.688014550268597
TAF4	-0.26067217630854	0.337680488707886	6874	TAF4	TAF4	-0.26067217630854	0.337680488707886	0.598352665016426
TAF4B	-0.133763085399449	-0.215392447241762	6875	TAF4B	TAF4B	-0.133763085399449	-0.215392447241762	-0.0816293618423133
TAGLN	0.233851239669421	0.701129211403184	6876	TAGLN	TAGLN	0.233851239669421	0.701129211403184	0.467277971733763
TAF5	-0.981465564738292	0.0714503887449093	6877	TAF5	TAF5	-0.981465564738292	0.0714503887449093	1.0529159534832
TAF6	-1.14743801652893	-1.60912624953721	6878	TAF6	TAF6	-1.14743801652893	-1.60912624953721	-0.461688233008283
TAF7	-0.534776859504132	-0.551749352091818	6879	TAF7	TAF7	-0.534776859504132	-0.551749352091818	-0.0169724925876856
TAF9	-0.0744011019283747	-0.444835246205109	6880	TAF9	TAF9	-0.0744011019283747	-0.444835246205109	-0.370434144276735
TAF10	-1.34931129476584	-1.10634950018512	6881	TAF10	TAF10	-1.34931129476584	-1.10634950018512	0.242961794580723
TAF11	-0.10372782369146	-0.0779776008885598	6882	TAF11	TAF11	-0.10372782369146	-0.0779776008885598	0.0257502228029003
TAF12	-0.00178964187327824	0.66765087004813	6883	TAF12	TAF12	-0.00178964187327824	0.66765087004813	0.669440511921409
TAF13	-0.460176308539945	-0.0121788226582747	6884	TAF13	TAF13	-0.460176308539945	-0.0121788226582747	0.44799748588167
MAP3K7	-0.492947658402204	-0.711523509811181	6885	MAP3K7	MAP3K7	-0.492947658402204	-0.711523509811181	-0.218575851408977
TAL1	-0.07233608815427	0.00275934838948538	6886	TAL1	TAL1	-0.07233608815427	0.00275934838948538	0.0750954365437553
TAL2	-0.0441719008264463	-0.219492780451685	6887	TAL2	TAL2	-0.0441719008264463	-0.219492780451685	-0.175320879625238
TALDO1	-0.154666666666667	-0.572121436504998	6888	TALDO1	TALDO1	-0.154666666666667	-0.572121436504998	-0.417454769838331
TAP1	-0.0862225895316804	0.113346908552388	6890	TAP1	TAP1	-0.0862225895316804	0.113346908552388	0.199569498084068
TAP2	-0.0971977961432507	-0.353693076638282	6891	TAP2	TAP2	-0.0971977961432507	-0.353693076638282	-0.256495280495031
TAPBP	-0.12700826446281	-0.0352499074416883	6892	TAPBP	TAPBP	-0.12700826446281	-0.0352499074416883	0.0917583570211216
TARBP1	-0.28867217630854	-1.18854128100703	6894	TARBP1	TARBP1	-0.28867217630854	-1.18854128100703	-0.899869104698494
TARBP2	-0.422898071625344	-0.226749352091818	6895	TARBP2	TARBP2	-0.422898071625344	-0.226749352091818	0.196148719533527
TARS	-0.420550964187328	-0.317835986671603	6897	TARS	TARS	-0.420550964187328	-0.317835986671603	0.102714977515725
TAT	-0.160374655647383	-0.423731951129211	6898	TAT	TAT	-0.160374655647383	-0.423731951129211	-0.263357295481828
TBX1	0.121763085399449	0.0820621991854869	6899	TBX1	TBX1	0.121763085399449	0.0820621991854869	-0.0397008862139622
CNTN2	-0.391085399449036	-0.721038504257682	6900	CNTN2	CNTN2	-0.391085399449036	-0.721038504257682	-0.329953104808647
TAZ	-0.661575757575758	-0.233108108108108	6901	TAZ	TAZ	-0.661575757575758	-0.233108108108108	0.428467649467649
TBCA	-1.58887052341598	-1.37495372084413	6902	TBCA	TBCA	-1.58887052341598	-1.37495372084413	0.213916802571846
TBCC	-0.586148760330578	-1.55877452795261	6903	TBCC	TBCC	-0.586148760330578	-1.55877452795261	-0.972625767622031
TBCD	-1.26181818181818	-0.292817475009256	6904	TBCD	TBCD	-1.26181818181818	-0.292817475009256	0.969000706808926
TBCE	-0.899129476584022	-0.902674935209182	6905	TBCE	TBCE	-0.899129476584022	-0.902674935209182	-0.00354545862515965
SERPINA7	-0.238523415977961	-0.272760088855979	6906	SERPINA7	SERPINA7	-0.238523415977961	-0.272760088855979	-0.0342366728780178
TBL1X	0.0490347107438016	-0.391364309514994	6907	TBL1X	TBL1X	0.0490347107438016	-0.391364309514994	-0.440399020258796
TBP	-1.39955922865014	-1.619029988893	6908	TBP	TBP	-1.39955922865014	-1.619029988893	-0.219470760242865
TBX2	-0.330093663911846	-0.373417252869308	6909	TBX2	TBX2	-0.330093663911846	-0.373417252869308	-0.0433235889574619
TBX5	-0.217013774104683	-0.182154757497223	6910	TBX5	TBX5	-0.217013774104683	-0.182154757497223	0.03485901660746
